SCHOOL_YEAR,STATE_NAME,LEAID,LEA_NAME,DATA_GROUP_ID,DENOMINATOR,NUMERATOR,TEXT_VALUE,NUMERIC_VALUE,SUBGROUP
2022-2023,NEW JERSEY,3416020,Tabernacle Township School District,814PCT,663,83,12.5%,12.5,ALLLEA
2022-2023,NEW JERSEY,3416080,Teaneck School District,814PCT,3412,786,23.0%,23,ALLLEA
2022-2023,NEW JERSEY,3416110,Tenafly Public School District,814PCT,3478,146,4.2%,4.2,ALLLEA
2022-2023,NEW JERSEY,3416170,Tewksbury Township School District,814PCT,497,43,8.7%,8.7,ALLLEA
2022-2023,NEW JERSEY,3416200,Tinton Falls School District,814PCT,1371,179,13.1%,13.1,ALLLEA
2022-2023,NEW JERSEY,3416230,Toms River Regional School District,814PCT,14223,3146,22.1%,22.1,ALLLEA
2022-2023,NEW JERSEY,3416260,Totowa Public School District,814PCT,840,66,7.9%,7.9,ALLLEA
2022-2023,NEW JERSEY,3416290,Trenton Public School District,814PCT,12483,5636,45.1%,45.1,ALLLEA
2022-2023,NEW JERSEY,3416320,Tuckerton Borough School District,814PCT,247,62,25.1%,25.1,ALLLEA
2022-2023,NEW JERSEY,3416350,Union Beach Public School District,814PCT,523,62,11.9%,11.9,ALLLEA
2022-2023,NEW JERSEY,3416380,Union City School District,814PCT,11211,2467,22.0%,22,ALLLEA
2022-2023,NEW JERSEY,3416400,Union County Educational Services Commission,814PCT,312,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3416440,Union Township School District,814PCT,404,45,11.1%,11.1,ALLLEA
2022-2023,NEW JERSEY,3416470,Barnegat Township School District,814PCT,3377,809,24.0%,24,ALLLEA
2022-2023,NEW JERSEY,3416500,Township of Union School District,814PCT,7178,1303,18.2%,18.2,ALLLEA
2022-2023,NEW JERSEY,3416530,Upper Deerfield Township School District,814PCT,798,177,22.2%,22.2,ALLLEA
2022-2023,NEW JERSEY,3416560,Upper Freehold Regional School District,814PCT,2038,224,11.0%,11,ALLLEA
2022-2023,NEW JERSEY,3416590,UPPER PITTSGROVE TWP School District,814PCT,283,34,12.0%,12,ALLLEA
2022-2023,NEW JERSEY,3416620,Upper Saddle River School District,814PCT,1095,69,6.3%,6.3,ALLLEA
2022-2023,NEW JERSEY,3416650,Upper Township School District,814PCT,1351,271,20.1%,20.1,ALLLEA
2022-2023,NEW JERSEY,3416680,Ventnor City School District,814PCT,444,100,22.5%,22.5,ALLLEA
2022-2023,NEW JERSEY,3416710,Vernon Township School District,814PCT,2836,571,20.1%,20.1,ALLLEA
2022-2023,NEW JERSEY,3416740,Verona Public School District,814PCT,2130,223,10.5%,10.5,ALLLEA
2022-2023,NEW JERSEY,3416800,Vineland Public School District,814PCT,9186,2831,30.8%,30.8,ALLLEA
2022-2023,NEW JERSEY,3416830,Voorhees Township School District,814PCT,2915,280,9.6%,9.6,ALLLEA
2022-2023,NEW JERSEY,3416860,Waldwick School District,814PCT,1540,170,11.0%,11,ALLLEA
2022-2023,NEW JERSEY,3416870,Wallkill Valley Regional High School,814PCT,615,183,29.8%,29.8,ALLLEA
2022-2023,NEW JERSEY,3416890,Wall Township Public School District,814PCT,3148,323,10.3%,10.3,ALLLEA
2022-2023,NEW JERSEY,3416920,Wallington Boro School District,814PCT,1172,155,13.2%,13.2,ALLLEA
2022-2023,NEW JERSEY,3416950,Wanaque School District,814PCT,849,132,15.5%,15.5,ALLLEA
2022-2023,NEW JERSEY,3416970,Warren Hills Regional School District,814PCT,1536,320,20.8%,20.8,ALLLEA
2022-2023,NEW JERSEY,3416980,Warren Township School District,814PCT,1554,175,11.3%,11.3,ALLLEA
2022-2023,NEW JERSEY,3417010,Washington Borough School District,814PCT,476,87,18.3%,18.3,ALLLEA
2022-2023,NEW JERSEY,3417070,Washington Township School District,814PCT,6940,1014,14.6%,14.6,ALLLEA
2022-2023,NEW JERSEY,3417100,Robbinsville Public School District,814PCT,3037,310,10.2%,10.2,ALLLEA
2022-2023,NEW JERSEY,3417130,Washington Township School District,814PCT,1954,172,8.8%,8.8,ALLLEA
2022-2023,NEW JERSEY,3417160,Washington Township School District,814PCT,384,41,10.7%,10.7,ALLLEA
2022-2023,NEW JERSEY,3417190,Watchung Borough School District,814PCT,633,79,12.5%,12.5,ALLLEA
2022-2023,NEW JERSEY,3417220,Watchung Hills Regional High School District,814PCT,1741,179,10.3%,10.3,ALLLEA
2022-2023,NEW JERSEY,3417250,Waterford Township School District,814PCT,781,145,18.6%,18.6,ALLLEA
2022-2023,NEW JERSEY,3417280,Wayne Township Public School District,814PCT,7426,872,11.7%,11.7,ALLLEA
2022-2023,NEW JERSEY,3417310,Weehawken Public School District,814PCT,1184,261,22.0%,22,ALLLEA
2022-2023,NEW JERSEY,3417340,Wenonah  Boro School District,814PCT,165,11,6.7%,6.7,ALLLEA
2022-2023,NEW JERSEY,3417400,West Cape May School District,814PCT,79,6,7.6%,7.6,ALLLEA
2022-2023,NEW JERSEY,3417430,West Deptford Township School District,814PCT,2685,459,17.1%,17.1,ALLLEA
2022-2023,NEW JERSEY,3417460,West Essex Regional School District,814PCT,1642,70,4.3%,4.3,ALLLEA
2022-2023,NEW JERSEY,3417490,West Long Branch School District,814PCT,517,85,16.4%,16.4,ALLLEA
2022-2023,NEW JERSEY,3417500,Monmouth County Vocational School District,814PCT,1545,75,4.9%,4.9,ALLLEA
2022-2023,NEW JERSEY,3417520,West Milford Township Public School District,814PCT,2966,422,14.2%,14.2,ALLLEA
2022-2023,NEW JERSEY,3417550,West Morris Regional High School District,814PCT,2071,175,8.5%,8.5,ALLLEA
2022-2023,NEW JERSEY,3417580,West New York School District,814PCT,7033,1437,20.4%,20.4,ALLLEA
2022-2023,NEW JERSEY,3417610,West Orange Public Schools,814PCT,6563,1392,21.2%,21.2,ALLLEA
2022-2023,NEW JERSEY,3417640,Woodland Park School District,814PCT,1080,209,19.4%,19.4,ALLLEA
2022-2023,NEW JERSEY,3417700,West Windsor-Plainsboro Regional School District,814PCT,8893,1069,12.0%,12,ALLLEA
2022-2023,NEW JERSEY,3417730,Westampton Township Public School District,814PCT,898,166,18.5%,18.5,ALLLEA
2022-2023,NEW JERSEY,3417760,Westfield Public School District,814PCT,5828,205,3.5%,3.5,ALLLEA
2022-2023,NEW JERSEY,3417790,Westville Boro Public School District,814PCT,308,56,18.2%,18.2,ALLLEA
2022-2023,NEW JERSEY,3417820,Westwood Regional School District,814PCT,2746,263,9.6%,9.6,ALLLEA
2022-2023,NEW JERSEY,3417850,Weymouth Township School District,814PCT,136,40,29.4%,29.4,ALLLEA
2022-2023,NEW JERSEY,3417880,Wharton Borough School District,814PCT,686,92,13.4%,13.4,ALLLEA
2022-2023,NEW JERSEY,3417910,White Township Consolidated School District,814PCT,246,47,19.1%,19.1,ALLLEA
2022-2023,NEW JERSEY,3417920,Warren County Vocational Technical School,814PCT,413,54,13.1%,13.1,ALLLEA
2022-2023,NEW JERSEY,3417940,Wildwood City School District,814PCT,765,215,28.1%,28.1,ALLLEA
2022-2023,NEW JERSEY,3417970,Wildwood Crest Borough School District,814PCT,206,38,18.4%,18.4,ALLLEA
2022-2023,NEW JERSEY,3418000,Willingboro Public School District,814PCT,3331,781,23.4%,23.4,ALLLEA
2022-2023,NEW JERSEY,3418030,Winfield Township,814PCT,115,25,21.7%,21.7,ALLLEA
2022-2023,NEW JERSEY,3418040,Union County Vocational-Technical School District,814PCT,1687,85,5.0%,5,ALLLEA
2022-2023,NEW JERSEY,3418060,Winslow Township School District,814PCT,4588,618,13.5%,13.5,ALLLEA
2022-2023,NEW JERSEY,3418090,Woodbine School District,814PCT,178,68,38.2%,38.2,ALLLEA
2022-2023,NEW JERSEY,3418120,Woodbridge Township School District,814PCT,13643,1918,14.1%,14.1,ALLLEA
2022-2023,NEW JERSEY,3418150,Woodbury City Public School District,814PCT,1542,393,25.5%,25.5,ALLLEA
2022-2023,NEW JERSEY,3418180,Woodbury Heights Public School District,814PCT,244,31,12.7%,12.7,ALLLEA
2022-2023,NEW JERSEY,3418210,Woodcliff Lake School District,814PCT,721,15,2.1%,2.1,ALLLEA
2022-2023,NEW JERSEY,3418240,Woodland Township School District,814PCT,103,18,17.5%,17.5,ALLLEA
2022-2023,NEW JERSEY,3418270,Woodlynne School District,814PCT,350,52,14.9%,14.9,ALLLEA
2022-2023,NEW JERSEY,3418300,Wood-Ridge School District,814PCT,1207,59,4.9%,4.9,ALLLEA
2022-2023,NEW JERSEY,3418330,Woodstown-Pilesgrove Regional School District,814PCT,1341,206,15.4%,15.4,ALLLEA
2022-2023,NEW JERSEY,3418360,Wyckoff Township Public School District,814PCT,1977,213,10.8%,10.8,ALLLEA
2022-2023,NEW JERSEY,3480180,Educational Services Commission of New Jersey,814PCT,737,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480200,Mercer County Special Services School District,814PCT,475,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480240,Monmouth-Ocean Educational Services Commission School Distri,814PCT,6,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480260,Educational Services Commission of Morris County,814PCT,31,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480280,Somerset County Educational Services Commission School Distr,814PCT,102,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480300,Essex Regional Educational Services Commission,814PCT,51,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480320,Northern Hills Academy School District,814PCT,33,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480360,Hunterdon County Educational Services Commission,814PCT,2,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480361,Salem County Special Services School District,814PCT,156,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480363,Gloucester County Special Services School District,814PCT,521,0,0.0%,0,ALLLEA
2022-2023,NEW JERSEY,3480364,Northern Region Educational Services Commission,814PCT,124,0,0.0%,0,ALLLEA
2022-2023,NEW MEXICO,3500001,VAUGHN MUNICIPAL SCHOOLS,814PCT,44,11,25.0%,25,ALLLEA
2022-2023,NEW MEXICO,3500010,RIO RANCHO PUBLIC SCHOOLS,814PCT,16660,6258,37.6%,37.6,ALLLEA
2022-2023,NEW MEXICO,3500011,JUVENILE JUSTICE,814PCT,55,0,0.0%,0,ALLLEA
2022-2023,NEW MEXICO,3500012,NM CORRECTIONS,814PCT,34,0,0.0%,0,ALLLEA
2022-2023,NEW MEXICO,3500013,NM SCHOOL FOR THE BLIND AND VISUALLY IMPAIRED,814PCT,33,0,0.0%,0,ALLLEA
2022-2023,NEW MEXICO,3500014,NM SCHOOL FOR THE DEAF,814PCT,134,0,0.0%,0,ALLLEA
2022-2023,NEW MEXICO,3500015,SEQUOYAH,814PCT,13,1,7.7%,7.7,ALLLEA
2022-2023,NEW MEXICO,3500016,UNM MIMBRES SCHOOL,814PCT,22,0,0.0%,0,ALLLEA
2022-2023,NEW MEXICO,3500030,ALAMOGORDO PUBLIC SCHOOLS,814PCT,5411,2405,44.4%,44.4,ALLLEA
2022-2023,NEW MEXICO,3500060,ALBUQUERQUE PUBLIC SCHOOLS,814PCT,78015,32984,42.3%,42.3,ALLLEA
2022-2023,NEW MEXICO,3500090,ANIMAS PUBLIC SCHOOLS,814PCT,139,82,59.0%,59,ALLLEA
2022-2023,NEW MEXICO,3500106,NORTH VALLEY ACADEMY CHARTER,814PCT,346,21,6.1%,6.1,ALLLEA
2022-2023,NEW MEXICO,3500107,HORIZON ACADEMY WEST,814PCT,422,127,30.1%,30.1,ALLLEA
2022-2023,NEW MEXICO,3500109,NEW MEXICO ACADEMY FOR THE MEDIA ARTS CHARTER,814PCT,179,23,12.8%,12.8,ALLLEA
2022-2023,NEW MEXICO,3500112,SCHOOL OF DREAMS ACADEMY,814PCT,537,288,53.6%,53.6,ALLLEA
2022-2023,NEW MEXICO,3500116,ALMA D'ARTE CHARTER,814PCT,121,43,35.5%,35.5,ALLLEA
2022-2023,NEW MEXICO,3500117,CESAR CHAVEZ COMMUNITY  SCHOOL,814PCT,132,167,100%,100,ALLLEA
2022-2023,NEW MEXICO,3500118,TAOS ACADEMY,814PCT,274,6,2.2%,2.2,ALLLEA
2022-2023,NEW MEXICO,3500119,NM SCHOOL FOR ARTS,814PCT,329,143,43.5%,43.5,ALLLEA
2022-2023,NEW MEXICO,3500120,ARTESIA PUBLIC SCHOOLS,814PCT,3660,1455,39.8%,39.8,ALLLEA
2022-2023,NEW MEXICO,3500121,SOUTH VALLEY PREP,814PCT,188,79,42.0%,42,ALLLEA
2022-2023,NEW MEXICO,3500122,ABQ SCHOOL OF EXCELLENCE,814PCT,910,159,17.5%,17.5,ALLLEA
2022-2023,NEW MEXICO,3500123,ABQ SIGN LANGUAGE ACADEMY,814PCT,125,48,38.4%,38.4,ALLLEA
2022-2023,NEW MEXICO,3500124,TIERRA ADENTRO,814PCT,243,105,43.2%,43.2,ALLLEA
2022-2023,NEW MEXICO,3500125,THE MASTERS PROGRAM,814PCT,242,94,38.8%,38.8,ALLLEA
2022-2023,NEW MEXICO,3500126,THE ASK ACADEMY,814PCT,625,128,20.5%,20.5,ALLLEA
2022-2023,NEW MEXICO,3500127,TAOS INTEGRATED SCHOOL OF THE ARTS,814PCT,206,8,3.9%,3.9,ALLLEA
2022-2023,NEW MEXICO,3500130,ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,814PCT,342,2,0.6%,0.6,ALLLEA
2022-2023,NEW MEXICO,3500131,AMY BIEHL CHARTER HIGH SCHOOL,814PCT,222,40,18.0%,18,ALLLEA
2022-2023,NEW MEXICO,3500134,ALBUQUERQUE BILINGUAL ACADEMY,814PCT,359,69,19.2%,19.2,ALLLEA
2022-2023,NEW MEXICO,3500135,MONTESSORI ELEMENTARY SCHOOL,814PCT,439,125,28.5%,28.5,ALLLEA
2022-2023,NEW MEXICO,3500136,SOUTHWEST PREPARATORY LEARNING CENTER,814PCT,149,33,22.1%,22.1,ALLLEA
2022-2023,NEW MEXICO,3500137,SOUTHWEST SECONDARY LEARNING CENTER,814PCT,147,76,51.7%,51.7,ALLLEA
2022-2023,NEW MEXICO,3500138,ALDO LEOPOLD CHARTER,814PCT,182,46,25.3%,25.3,ALLLEA
2022-2023,NEW MEXICO,3500141,J PAUL TAYLOR ACADEMY,814PCT,198,19,9.6%,9.6,ALLLEA
2022-2023,NEW MEXICO,3500142,THE GREAT ACADEMY,814PCT,127,103,81.1%,81.1,ALLLEA
2022-2023,NEW MEXICO,3500143,RED RIVER VALLEY CHARTER SCHOOL,814PCT,71,26,36.6%,36.6,ALLLEA
2022-2023,NEW MEXICO,3500148,MISSION ACHIEVEMENT AND SUCCESS,814PCT,2025,663,32.7%,32.7,ALLLEA
2022-2023,NEW MEXICO,3500150,AZTEC MUNICIPAL SCHOOLS,814PCT,2481,1111,44.8%,44.8,ALLLEA
2022-2023,NEW MEXICO,3500151,SW AERONAUTICS MATHEMATICS AND SCIENCE ACADEMY,814PCT,278,64,23.0%,23,ALLLEA
2022-2023,NEW MEXICO,3500152,ESTANCIA VALLEY CLASSICAL ACADEMY,814PCT,626,77,12.3%,12.3,ALLLEA
2022-2023,NEW MEXICO,3500153,MCCURDY CHARTER SCHOOL,814PCT,540,135,25.0%,25,ALLLEA
2022-2023,NEW MEXICO,3500155,LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,814PCT,92,58,63.0%,63,ALLLEA
2022-2023,NEW MEXICO,3500156,NEW AMERICA SCHOOL - LAS CRUCES,814PCT,170,133,78.2%,78.2,ALLLEA
2022-2023,NEW MEXICO,3500158,WALATOWA CHARTER HIGH,814PCT,38,1,2.6%,2.6,ALLLEA
2022-2023,NEW MEXICO,3500160,NEW MEXICO CONNECTIONS ACADEMY,814PCT,1401,468,33.4%,33.4,ALLLEA
2022-2023,NEW MEXICO,3500163,TAOS INTERNATIONAL SCHOOL,814PCT,177,40,22.6%,22.6,ALLLEA
2022-2023,NEW MEXICO,3500166,LA ACADEMIA DOLORES HUERTA,814PCT,66,7,10.6%,10.6,ALLLEA
2022-2023,NEW MEXICO,3500167,EXPLORE ACADEMY,814PCT,1204,366,30.4%,30.4,ALLLEA
2022-2023,NEW MEXICO,3500168,LAS MONTANAS CHARTER,814PCT,162,91,56.2%,56.2,ALLLEA
2022-2023,NEW MEXICO,3500170,MONTE DEL SOL CHARTER,814PCT,369,63,17.1%,17.1,ALLLEA
2022-2023,NEW MEXICO,3500171,TURQUOISE TRAIL CHARTER SCHOOL,814PCT,637,291,45.7%,45.7,ALLLEA
2022-2023,NEW MEXICO,3500172,SANDOVAL ACADEMY OF BILINGUAL EDUCATION,814PCT,228,78,34.2%,34.2,ALLLEA
2022-2023,NEW MEXICO,3500173,TIERRA ENCANTADA CHARTER SCHOOL,814PCT,289,51,17.6%,17.6,ALLLEA
2022-2023,NEW MEXICO,3500174,DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE,814PCT,49,10,20.4%,20.4,ALLLEA
2022-2023,NEW MEXICO,3500176,ROOTS AND WINGS COMMUNITY,814PCT,59,31,52.5%,52.5,ALLLEA
2022-2023,NEW MEXICO,3500177,SIX DIRECTIONS INDIGENOUS SCHOOL,814PCT,76,32,42.1%,42.1,ALLLEA
2022-2023,NEW MEXICO,3500178,ALTURA PREPARATORY SCHOOL,814PCT,222,19,8.6%,8.6,ALLLEA
2022-2023,NEW MEXICO,3500179,HOZHO ACADEMY,814PCT,616,101,16.4%,16.4,ALLLEA
2022-2023,NEW MEXICO,3500180,BELEN CONSOLIDATED SCHOOLS,814PCT,3528,1717,48.7%,48.7,ALLLEA
2022-2023,NEW MEXICO,3500181,ALBUQUERQUE COLLEGIATE CHARTER SCHOOL,814PCT,181,95,52.5%,52.5,ALLLEA
2022-2023,NEW MEXICO,3500183,SOLARE COLLEGIATE CHARTER SCHOOL,814PCT,259,139,53.7%,53.7,ALLLEA
2022-2023,NEW MEXICO,3500184,RAICES DEL SABER XINACHTLI COMMUNITY SCHOOL,814PCT,114,23,20.2%,20.2,ALLLEA
2022-2023,NEW MEXICO,3500185,ACES TECHNICAL CHARTER SCHOOL,814PCT,162,65,40.1%,40.1,ALLLEA
2022-2023,NEW MEXICO,3500186,MIDDLE COLLEGE HIGH SCHOOL CHARTER - GALLUP,814PCT,140,13,9.3%,9.3,ALLLEA
2022-2023,NEW MEXICO,3500187,21ST CENTURY PUBLIC ACADEMY,814PCT,393,110,28.0%,28,ALLLEA
2022-2023,NEW MEXICO,3500188,EXPLORE ACADEMY LAS CRUCES,814PCT,189,95,50.3%,50.3,ALLLEA
2022-2023,NEW MEXICO,3500189,THRIVE COMMUNITY SCHOOL,814PCT,111,44,39.6%,39.6,ALLLEA
2022-2023,NEW MEXICO,3500190,RIO GRANDE ACADEMY OF FINE ARTS,814PCT,80,35,43.8%,43.8,ALLLEA
2022-2023,NEW MEXICO,3500210,BERNALILLO PUBLIC SCHOOLS,814PCT,2627,2286,87.0%,87,ALLLEA
2022-2023,NEW MEXICO,3500240,BLOOMFIELD SCHOOLS,814PCT,2478,1004,40.5%,40.5,ALLLEA
2022-2023,NEW MEXICO,3500270,CAPITAN MUNICIPAL SCHOOLS,814PCT,460,76,16.5%,16.5,ALLLEA
2022-2023,NEW MEXICO,3500300,CARLSBAD MUNICIPAL SCHOOLS,814PCT,6845,3739,54.6%,54.6,ALLLEA
2022-2023,NEW MEXICO,3500330,CARRIZOZO MUNICIPAL SCHOOLS,814PCT,157,51,32.5%,32.5,ALLLEA
2022-2023,NEW MEXICO,3500390,CENTRAL CONSOLIDATED SCHOOLS,814PCT,4875,2003,41.1%,41.1,ALLLEA
2022-2023,NEW MEXICO,3500420,CHAMA VALLEY INDEP. SCHOOLS,814PCT,355,24,6.8%,6.8,ALLLEA
2022-2023,NEW MEXICO,3500480,CIMARRON MUNICIPAL SCHOOLS,814PCT,382,85,22.3%,22.3,ALLLEA
2022-2023,NEW MEXICO,3500510,CLAYTON MUNICIPAL SCHOOLS,814PCT,368,262,71.2%,71.2,ALLLEA
2022-2023,NEW MEXICO,3500540,CLOUDCROFT MUNICIPAL SCHOOLS,814PCT,379,105,27.7%,27.7,ALLLEA
2022-2023,NEW MEXICO,3500570,CLOVIS MUNICIPAL SCHOOLS,814PCT,7347,3579,48.7%,48.7,ALLLEA
2022-2023,NEW MEXICO,3500600,COBRE CONSOLIDATED SCHOOLS,814PCT,959,454,47.3%,47.3,ALLLEA
2022-2023,NEW MEXICO,3500630,CORONA MUNICIPAL SCHOOLS,814PCT,69,6,8.7%,8.7,ALLLEA
2022-2023,NEW MEXICO,3500660,CUBA INDEPENDENT SCHOOLS,814PCT,711,586,82.4%,82.4,ALLLEA
2022-2023,NEW MEXICO,3500690,DEMING PUBLIC SCHOOLS,814PCT,5100,3626,71.1%,71.1,ALLLEA
2022-2023,NEW MEXICO,3500720,DES MOINES MUNICIPAL SCHOOLS,814PCT,111,16,14.4%,14.4,ALLLEA
2022-2023,NEW MEXICO,3500750,DEXTER CONSOLIDATED SCHOOLS,814PCT,789,134,17.0%,17,ALLLEA
2022-2023,NEW MEXICO,3500790,DORA MUNICIPAL SCHOOLS,814PCT,203,52,25.6%,25.6,ALLLEA
2022-2023,NEW MEXICO,3500810,DULCE INDEPENDENT SCHOOLS,814PCT,511,163,31.9%,31.9,ALLLEA
2022-2023,NEW MEXICO,3500840,ELIDA MUNICIPAL SCHOOLS,814PCT,168,27,16.1%,16.1,ALLLEA
2022-2023,NEW MEXICO,3500900,ESPANOLA PUBLIC SCHOOLS,814PCT,2903,2181,75.1%,75.1,ALLLEA
2022-2023,NEW MEXICO,3500930,ESTANCIA MUNICIPAL SCHOOLS,814PCT,517,144,27.9%,27.9,ALLLEA
2022-2023,NEW MEXICO,3500960,EUNICE MUNICIPAL SCHOOLS,814PCT,684,187,27.3%,27.3,ALLLEA
2022-2023,NEW MEXICO,3500990,FARMINGTON MUNICIPAL SCHOOLS,814PCT,10979,4230,38.5%,38.5,ALLLEA
2022-2023,NEW MEXICO,3501020,FLOYD MUNICIPAL SCHOOLS,814PCT,213,92,43.2%,43.2,ALLLEA
2022-2023,NEW MEXICO,3501050,FORT SUMNER MUNICIPAL SCHOOLS,814PCT,258,97,37.6%,37.6,ALLLEA
2022-2023,NEW MEXICO,3501080,GADSDEN INDEPENDENT SCHOOLS,814PCT,11977,4521,37.7%,37.7,ALLLEA
2022-2023,NEW MEXICO,3501110,GALLUP-MCKINLEY CTY SCHOOLS,814PCT,11238,8372,74.5%,74.5,ALLLEA
2022-2023,NEW MEXICO,3501140,GRADY MUNICIPAL SCHOOLS,814PCT,161,38,23.6%,23.6,ALLLEA
2022-2023,NEW MEXICO,3501170,GRANTS-CIBOLA COUNTY SCHOOLS,814PCT,3113,1083,34.8%,34.8,ALLLEA
2022-2023,NEW MEXICO,3501200,HAGERMAN MUNICIPAL SCHOOLS,814PCT,340,173,50.9%,50.9,ALLLEA
2022-2023,NEW MEXICO,3501230,HATCH VALLEY PUBLIC SCHOOLS,814PCT,1130,339,30.0%,30,ALLLEA
2022-2023,NEW MEXICO,3501260,HOBBS MUNICIPAL SCHOOLS,814PCT,9702,3845,39.6%,39.6,ALLLEA
2022-2023,NEW MEXICO,3501290,HONDO VALLEY PUBLIC SCHOOLS,814PCT,124,20,16.1%,16.1,ALLLEA
2022-2023,NEW MEXICO,3501320,HOUSE MUNICIPAL SCHOOLS,814PCT,51,24,47.1%,47.1,ALLLEA
2022-2023,NEW MEXICO,3501350,JAL PUBLIC SCHOOLS,814PCT,494,231,46.8%,46.8,ALLLEA
2022-2023,NEW MEXICO,3501380,JEMEZ MOUNTAIN PUBLIC SCHOOLS,814PCT,171,36,21.1%,21.1,ALLLEA
2022-2023,NEW MEXICO,3501410,JEMEZ VALLEY PUBLIC SCHOOLS,814PCT,342,96,28.1%,28.1,ALLLEA
2022-2023,NEW MEXICO,3501470,LAKE ARTHUR MUNICIPAL SCHOOLS,814PCT,127,56,44.1%,44.1,ALLLEA
2022-2023,NEW MEXICO,3501500,LAS CRUCES PUBLIC SCHOOLS,814PCT,22213,8864,39.9%,39.9,ALLLEA
2022-2023,NEW MEXICO,3501530,LAS VEGAS CITY PUBLIC SCHOOLS,814PCT,1198,298,24.9%,24.9,ALLLEA
2022-2023,NEW MEXICO,3501560,WEST LAS VEGAS PUBLIC SCHOOLS,814PCT,1505,349,23.2%,23.2,ALLLEA
2022-2023,NEW MEXICO,3501590,LOGAN MUNICIPAL SCHOOLS,814PCT,298,39,13.1%,13.1,ALLLEA
2022-2023,NEW MEXICO,3501620,LORDSBURG MUNICIPAL SCHOOLS,814PCT,405,165,40.7%,40.7,ALLLEA
2022-2023,NEW MEXICO,3501650,LOS ALAMOS PUBLIC SCHOOLS,814PCT,3552,721,20.3%,20.3,ALLLEA
2022-2023,NEW MEXICO,3501680,LOS LUNAS PUBLIC SCHOOLS,814PCT,7968,3325,41.7%,41.7,ALLLEA
2022-2023,NEW MEXICO,3501710,LOVING MUNICIPAL SCHOOLS,814PCT,610,69,11.3%,11.3,ALLLEA
2022-2023,NEW MEXICO,3501740,LOVINGTON MUNICIPAL SCHOOLS,814PCT,3297,528,16.0%,16,ALLLEA
2022-2023,NEW MEXICO,3501770,MAGDALENA MUNICIPAL SCHOOLS,814PCT,264,154,58.3%,58.3,ALLLEA
2022-2023,NEW MEXICO,3501800,MAXWELL MUNICIPAL SCHOOLS,814PCT,106,38,35.8%,35.8,ALLLEA
2022-2023,NEW MEXICO,3501830,MELROSE PUBLIC SCHOOLS,814PCT,272,63,23.2%,23.2,ALLLEA
2022-2023,NEW MEXICO,3501860,MORA INDEPENDENT SCHOOLS,814PCT,415,149,35.9%,35.9,ALLLEA
2022-2023,NEW MEXICO,3501890,MORIARTY-EDGEWOOD SCHOOL DISTRICT,814PCT,2257,1108,49.1%,49.1,ALLLEA
2022-2023,NEW MEXICO,3501920,MOSQUERO MUNICIPAL SCHOOLS,814PCT,84,5,6.0%,6,ALLLEA
2022-2023,NEW MEXICO,3501950,MOUNTAINAIR PUBLIC SCHOOLS,814PCT,201,81,40.3%,40.3,ALLLEA
2022-2023,NEW MEXICO,3501980,MESA VISTA CONSOLIDATED SCHOOLS,814PCT,240,69,28.8%,28.8,ALLLEA
2022-2023,NEW MEXICO,3502010,PECOS INDEPENDENT SCHOOLS,814PCT,483,234,48.4%,48.4,ALLLEA
2022-2023,NEW MEXICO,3502040,PENASCO INDEPENDENT SCHOOLS,814PCT,269,93,34.6%,34.6,ALLLEA
2022-2023,NEW MEXICO,3502070,POJOAQUE VALLEY PUBLIC SCHOOLS,814PCT,1570,973,62.0%,62,ALLLEA
2022-2023,NEW MEXICO,3502100,PORTALES MUNICIPAL SCHOOLS,814PCT,2478,922,37.2%,37.2,ALLLEA
2022-2023,NEW MEXICO,3502130,QUEMADO INDEPENDENT SCHOOLS,814PCT,161,76,47.2%,47.2,ALLLEA
2022-2023,NEW MEXICO,3502160,QUESTA INDEPENDENT SCHOOLS,814PCT,309,73,23.6%,23.6,ALLLEA
2022-2023,NEW MEXICO,3502190,RATON PUBLIC SCHOOLS,814PCT,786,342,43.5%,43.5,ALLLEA
2022-2023,NEW MEXICO,3502220,RESERVE PUBLIC SCHOOLS,814PCT,93,39,41.9%,41.9,ALLLEA
2022-2023,NEW MEXICO,3502250,ROSWELL INDEPENDENT SCHOOLS,814PCT,9278,4450,48.0%,48,ALLLEA
2022-2023,NEW MEXICO,3502280,ROY MUNICIPAL SCHOOLS,814PCT,71,10,14.1%,14.1,ALLLEA
2022-2023,NEW MEXICO,3502310,RUIDOSO MUNICIPAL SCHOOLS,814PCT,1723,871,50.6%,50.6,ALLLEA
