SCHOOL_YEAR,STATE_NAME,LEAID,LEA_NAME,DATA_GROUP_ID,DENOMINATOR,NUMERATOR,TEXT_VALUE,NUMERIC_VALUE,SUBGROUP
2022-2023,CALIFORNIA,0602208,Oakland Charter Academy District,814PCT,226,111,49.1%,49.1,ALLLEA
2022-2023,CALIFORNIA,0602209,Mojave River Academy - Oro Grande District,814PCT,734,71,9.7%,9.7,ALLLEA
2022-2023,CALIFORNIA,0602210,Kinetic Academy District,814PCT,327,49,15.0%,15,ALLLEA
2022-2023,CALIFORNIA,0602211,Helix High District,814PCT,2502,58,2.3%,2.3,ALLLEA
2022-2023,CALIFORNIA,0602212,Aspire Lionel Wilson College Preparatory Academy District,814PCT,451,119,26.4%,26.4,ALLLEA
2022-2023,CALIFORNIA,0602213,WISH Community District,814PCT,850,73,8.6%,8.6,ALLLEA
2022-2023,CALIFORNIA,0602214,Pivot Charter School Riverside District,814PCT,141,78,55.3%,55.3,ALLLEA
2022-2023,CALIFORNIA,0602215,Da Vinci RISE High District,814PCT,187,174,93.0%,93,ALLLEA
2022-2023,CALIFORNIA,0602216,Harvest Ridge Cooperative Charter District,814PCT,305,2,0.7%,0.7,ALLLEA
2022-2023,CALIFORNIA,0602217,ACE Empower Academy District,814PCT,191,77,40.3%,40.3,ALLLEA
2022-2023,CALIFORNIA,0602218,PREPA TEC - Los Angeles District,814PCT,291,88,30.2%,30.2,ALLLEA
2022-2023,CALIFORNIA,0602219,Animo Watts College Preparatory Academy District,814PCT,572,163,28.5%,28.5,ALLLEA
2022-2023,CALIFORNIA,0602220,Alta Vista Elementary,814PCT,495,129,26.1%,26.1,ALLLEA
2022-2023,CALIFORNIA,0602221,Alpha: Blanca Alvarado District,814PCT,468,188,40.2%,40.2,ALLLEA
2022-2023,CALIFORNIA,0602222,Summit Public School: Tahoma District,814PCT,314,100,31.8%,31.8,ALLLEA
2022-2023,CALIFORNIA,0602225,Sherman Thomas STEM Academy District,814PCT,75,0,0.0%,0,ALLLEA
2022-2023,CALIFORNIA,0602226,Ocean Charter District,814PCT,552,123,22.3%,22.3,ALLLEA
2022-2023,CALIFORNIA,0602227,American Indian Public High District,814PCT,433,86,19.9%,19.9,ALLLEA
2022-2023,CALIFORNIA,0602228,Synergy Charter Academy District,814PCT,305,76,24.9%,24.9,ALLLEA
2022-2023,CALIFORNIA,0602229,Everest Public High District,814PCT,295,168,56.9%,56.9,ALLLEA
2022-2023,CALIFORNIA,0602230,YouthBuild Charter School of California District,814PCT,667,933,100%,100,ALLLEA
2022-2023,CALIFORNIA,0602231,Collegiate Charter High School of Los Angeles District,814PCT,162,68,42.0%,42,ALLLEA
2022-2023,CALIFORNIA,0602232,High Tech Middle Mesa District,814PCT,337,59,17.5%,17.5,ALLLEA
2022-2023,CALIFORNIA,0602233,University Preparatory Academy Charter District,814PCT,713,15,2.1%,2.1,ALLLEA
2022-2023,CALIFORNIA,0602234,Ross Valley Charter District,814PCT,209,69,33.0%,33,ALLLEA
2022-2023,CALIFORNIA,0602235,Oscar De La Hoya Animo Charter High District,814PCT,606,177,29.2%,29.2,ALLLEA
2022-2023,CALIFORNIA,0602236,Mission Preparatory District,814PCT,469,91,19.4%,19.4,ALLLEA
2022-2023,CALIFORNIA,0602237,Camino Nuevo Charter Academy District,814PCT,602,29,4.8%,4.8,ALLLEA
2022-2023,CALIFORNIA,0602238,Silver Oak High Public Montessori Charter District,814PCT,553,153,27.7%,27.7,ALLLEA
2022-2023,CALIFORNIA,0602239,Wildflower Open Classroom District,814PCT,146,46,31.5%,31.5,ALLLEA
2022-2023,CALIFORNIA,0602240,Kipp Prize Preparatory Academy District,814PCT,395,61,15.4%,15.4,ALLLEA
2022-2023,CALIFORNIA,0602241,ISANA Octavia Academy District,814PCT,375,127,33.9%,33.9,ALLLEA
2022-2023,CALIFORNIA,0602242,Fenton Primary Center District,814PCT,532,20,3.8%,3.8,ALLLEA
2022-2023,CALIFORNIA,0602243,Orange County Academy of Sciences and Arts District,814PCT,249,57,22.9%,22.9,ALLLEA
2022-2023,CALIFORNIA,0602244,Great Valley Academy - Salida District,814PCT,823,176,21.4%,21.4,ALLLEA
2022-2023,CALIFORNIA,0602245,Orange County Educational Arts Academy District,814PCT,610,116,19.0%,19,ALLLEA
2022-2023,CALIFORNIA,0602246,Sierra Foothill Charter District,814PCT,132,56,42.4%,42.4,ALLLEA
2022-2023,CALIFORNIA,0602247,Guajome Learning Center District,814PCT,55,25,45.5%,45.5,ALLLEA
2022-2023,CALIFORNIA,0602248,Audeo Charter School III District,814PCT,111,46,41.4%,41.4,ALLLEA
2022-2023,CALIFORNIA,0602249,Para Los Ninos Charter District,814PCT,274,74,27.0%,27,ALLLEA
2022-2023,CALIFORNIA,0602250,Alta-Dutch Flat Union Elementary,814PCT,90,40,44.4%,44.4,ALLLEA
2022-2023,CALIFORNIA,0602251,Downtown College Preparatory Middle District,814PCT,294,99,33.7%,33.7,ALLLEA
2022-2023,CALIFORNIA,0602252,Dixon Montessori Charter District,814PCT,447,31,6.9%,6.9,ALLLEA
2022-2023,CALIFORNIA,0602253,Chrysalis Charter District,814PCT,239,27,11.3%,11.3,ALLLEA
2022-2023,CALIFORNIA,0602254,Magnolia Science Academy 7 District,814PCT,263,77,29.3%,29.3,ALLLEA
2022-2023,CALIFORNIA,0602255,Discovery Charter Preparatory #2 District,814PCT,191,84,44.0%,44,ALLLEA
2022-2023,CALIFORNIA,0602256,Valiente College Preparatory Charter District,814PCT,116,53,45.7%,45.7,ALLLEA
2022-2023,CALIFORNIA,0602257,Animo Pat Brown District,814PCT,605,181,29.9%,29.9,ALLLEA
2022-2023,CALIFORNIA,0602258,Coastal Academy Charter District,814PCT,1789,56,3.1%,3.1,ALLLEA
2022-2023,CALIFORNIA,0602259,KIPP Heritage Academy District,814PCT,447,43,9.6%,9.6,ALLLEA
2022-2023,CALIFORNIA,0602260,Sonoma Charter District,814PCT,211,76,36.0%,36,ALLLEA
2022-2023,CALIFORNIA,0602261,John Adams Academy - Roseville District,814PCT,1590,273,17.2%,17.2,ALLLEA
2022-2023,CALIFORNIA,0602262,Aspire Firestone Academy Charter District,814PCT,337,127,37.7%,37.7,ALLLEA
2022-2023,CALIFORNIA,0602263,ICEF Innovation Los Angeles Charter District,814PCT,249,72,28.9%,28.9,ALLLEA
2022-2023,CALIFORNIA,0602264,Montague Charter Academy District,814PCT,836,256,30.6%,30.6,ALLLEA
2022-2023,CALIFORNIA,0602265,CATCH Prep Charter High Inc. District,814PCT,147,61,41.5%,41.5,ALLLEA
2022-2023,CALIFORNIA,0602266,Alliance Ouchi-O'Donovan 6-12 Complex District,814PCT,976,179,18.3%,18.3,ALLLEA
2022-2023,CALIFORNIA,0602267,Tree of Life Charter District,814PCT,86,26,30.2%,30.2,ALLLEA
2022-2023,CALIFORNIA,0602268,Rocklin Academy Gateway District,814PCT,1176,87,7.4%,7.4,ALLLEA
2022-2023,CALIFORNIA,0602269,Credo High District,814PCT,439,101,23.0%,23,ALLLEA
2022-2023,CALIFORNIA,0602270,Citizens of the World Charter School Silver Lake District,814PCT,715,264,36.9%,36.9,ALLLEA
2022-2023,CALIFORNIA,0602271,Temecula International Academy District,814PCT,308,76,24.7%,24.7,ALLLEA
2022-2023,CALIFORNIA,0602272,Tomorrow's Leadership Collaborative (TLC) Charter District,814PCT,187,61,32.6%,32.6,ALLLEA
2022-2023,CALIFORNIA,0602274,Cabrillo Point Academy District,814PCT,4283,75,1.8%,1.8,ALLLEA
2022-2023,CALIFORNIA,0602275,McGill School of Success District,814PCT,125,58,46.4%,46.4,ALLLEA
2022-2023,CALIFORNIA,0602276,KIPP Bridge Academy District,814PCT,509,256,50.3%,50.3,ALLLEA
2022-2023,CALIFORNIA,0602277,ArchitectureConstruction & Engineer CHTR High(ACE) District,814PCT,249,41,16.5%,16.5,ALLLEA
2022-2023,CALIFORNIA,0602278,Twin Rivers Charter District,814PCT,480,16,3.3%,3.3,ALLLEA
2022-2023,CALIFORNIA,0602279,Alliance Renee and Meyer Luskin Academy High District,814PCT,502,153,30.5%,30.5,ALLLEA
2022-2023,CALIFORNIA,0602280,King-Chavez Arts Academy District,814PCT,181,46,25.4%,25.4,ALLLEA
2022-2023,CALIFORNIA,0602281,Yosemite-Wawona Elementary Charter District,814PCT,13,0,0.0%,0,ALLLEA
2022-2023,CALIFORNIA,0602282,Valley Charter High District,814PCT,74,39,52.7%,52.7,ALLLEA
2022-2023,CALIFORNIA,0602284,OCSA District,814PCT,2252,286,12.7%,12.7,ALLLEA
2022-2023,CALIFORNIA,0602285,SAVA - Sacramento Academic and Vocational Academy District,814PCT,176,34,19.3%,19.3,ALLLEA
2022-2023,CALIFORNIA,0602286,Rocketship Delta Prep District,814PCT,573,294,51.3%,51.3,ALLLEA
2022-2023,CALIFORNIA,0602287,Summit Preparatory Charter High District,814PCT,389,169,43.4%,43.4,ALLLEA
2022-2023,CALIFORNIA,0602288,Elite Academic Academy - Mountain Empire District,814PCT,817,67,8.2%,8.2,ALLLEA
2022-2023,CALIFORNIA,0602289,Alliance Tennenbaum Family Technology High District,814PCT,205,80,39.0%,39,ALLLEA
2022-2023,CALIFORNIA,0602290,Discovery Charter District,814PCT,982,58,5.9%,5.9,ALLLEA
2022-2023,CALIFORNIA,0602291,Academia Avance Charter District,814PCT,256,113,44.1%,44.1,ALLLEA
2022-2023,CALIFORNIA,0602292,Oakland Unity High District,814PCT,351,64,18.2%,18.2,ALLLEA
2022-2023,CALIFORNIA,0602293,Da Vinci Connect District,814PCT,814,65,8.0%,8,ALLLEA
2022-2023,CALIFORNIA,0602294,San Diego Mission Academy District,814PCT,151,137,90.7%,90.7,ALLLEA
2022-2023,CALIFORNIA,0602295,Baypoint Preparatory Academy - San Diego District,814PCT,199,37,18.6%,18.6,ALLLEA
2022-2023,CALIFORNIA,0602296,Long Valley District,814PCT,232,26,11.2%,11.2,ALLLEA
2022-2023,CALIFORNIA,0602297,New Millennium Secondary District,814PCT,151,61,40.4%,40.4,ALLLEA
2022-2023,CALIFORNIA,0602298,Sparrow Academy District,814PCT,399,111,27.8%,27.8,ALLLEA
2022-2023,CALIFORNIA,0602299,Blue Oak Academy District,814PCT,342,52,15.2%,15.2,ALLLEA
2022-2023,CALIFORNIA,0602300,ICEF View Park Preparatory Middle District,814PCT,271,102,37.6%,37.6,ALLLEA
2022-2023,CALIFORNIA,0602301,Savant Preparatory Academy of Business District,814PCT,211,74,35.1%,35.1,ALLLEA
2022-2023,CALIFORNIA,0602302,Holly Drive Leadership Academy District,814PCT,99,42,42.4%,42.4,ALLLEA
2022-2023,CALIFORNIA,0602303,Sacramento Charter High District,814PCT,365,170,46.6%,46.6,ALLLEA
2022-2023,CALIFORNIA,0602304,Paradise Charter Middle District,814PCT,143,31,21.7%,21.7,ALLLEA
2022-2023,CALIFORNIA,0602305,California Montessori Project - Capitol Campus District,814PCT,352,74,21.0%,21,ALLLEA
2022-2023,CALIFORNIA,0602306,Shasta Charter Academy District,814PCT,274,7,2.6%,2.6,ALLLEA
2022-2023,CALIFORNIA,0602307,Animo City of Champions Charter High District,814PCT,315,105,33.3%,33.3,ALLLEA
2022-2023,CALIFORNIA,0602308,W.E.B. DuBois Public Charter District,814PCT,319,93,29.2%,29.2,ALLLEA
2022-2023,CALIFORNIA,0602309,Inland Leaders Charter District,814PCT,984,56,5.7%,5.7,ALLLEA
2022-2023,CALIFORNIA,0602310,Alum Rock Union Elementary,814PCT,7526,1826,24.3%,24.3,ALLLEA
2022-2023,CALIFORNIA,0602311,Opportunities for Learning - Capistrano District,814PCT,115,49,42.6%,42.6,ALLLEA
2022-2023,CALIFORNIA,0602312,Rocklin Academy District,814PCT,479,16,3.3%,3.3,ALLLEA
2022-2023,CALIFORNIA,0602313,Excelsior Charter District,814PCT,2180,35,1.6%,1.6,ALLLEA
2022-2023,CALIFORNIA,0602314,River Charter Schools Lighthouse Charter District,814PCT,369,133,36.0%,36,ALLLEA
2022-2023,CALIFORNIA,0602315,Wonderful College Prep Academy District,814PCT,1900,425,22.4%,22.4,ALLLEA
2022-2023,CALIFORNIA,0602316,California Virtual Academy @ Sonoma District,814PCT,814,147,18.1%,18.1,ALLLEA
2022-2023,CALIFORNIA,0602317,Citrus Springs Charter District,814PCT,397,33,8.3%,8.3,ALLLEA
2022-2023,CALIFORNIA,0602318,Learning for Life Charter District,814PCT,128,32,25.0%,25,ALLLEA
2022-2023,CALIFORNIA,0602319,Magnolia Science Academy 2 District,814PCT,511,123,24.1%,24.1,ALLLEA
2022-2023,CALIFORNIA,0602320,Hollister Prep District,814PCT,539,115,21.3%,21.3,ALLLEA
2022-2023,CALIFORNIA,0602321,Aspen Meadow Public District,814PCT,293,76,25.9%,25.9,ALLLEA
2022-2023,CALIFORNIA,0602322,Stella Elementary Charter Academy District,814PCT,248,88,35.5%,35.5,ALLLEA
2022-2023,CALIFORNIA,0602323,Learning Choice Academy District,814PCT,170,0,0.0%,0,ALLLEA
2022-2023,CALIFORNIA,0602324,Design Tech High District,814PCT,545,105,19.3%,19.3,ALLLEA
2022-2023,CALIFORNIA,0602325,James Jordan Middle District,814PCT,449,70,15.6%,15.6,ALLLEA
2022-2023,CALIFORNIA,0602326,Entrepreneur High District,814PCT,579,358,61.8%,61.8,ALLLEA
2022-2023,CALIFORNIA,0602328,California Pacific Charter - San Diego District,814PCT,245,66,26.9%,26.9,ALLLEA
2022-2023,CALIFORNIA,0602330,Pivot Charter School - North Bay District,814PCT,394,275,69.8%,69.8,ALLLEA
2022-2023,CALIFORNIA,0602331,Community Roots Academy District,814PCT,783,112,14.3%,14.3,ALLLEA
2022-2023,CALIFORNIA,0602333,Woodward Leadership Academy District,814PCT,84,16,19.0%,19,ALLLEA
2022-2023,CALIFORNIA,0602334,Roseland Charter District,814PCT,1293,349,27.0%,27,ALLLEA
2022-2023,CALIFORNIA,0602335,Aspire Juanita Tate Academy Charter District,814PCT,339,123,36.3%,36.3,ALLLEA
2022-2023,CALIFORNIA,0602336,Contra Costa School of Performing Arts District,814PCT,341,57,16.7%,16.7,ALLLEA
2022-2023,CALIFORNIA,0602337,Peak to Peak Mountain Charter District,814PCT,56,41,73.2%,73.2,ALLLEA
2022-2023,CALIFORNIA,0602338,Northern Summit Academy Shasta District,814PCT,184,26,14.1%,14.1,ALLLEA
2022-2023,CALIFORNIA,0602339,HomeTech Charter District,814PCT,83,15,18.1%,18.1,ALLLEA
2022-2023,CALIFORNIA,0602340,one.Charter District,814PCT,846,385,45.5%,45.5,ALLLEA
2022-2023,CALIFORNIA,0602341,High Tech High Mesa District,814PCT,434,90,20.7%,20.7,ALLLEA
2022-2023,CALIFORNIA,0602342,Clayton Valley Charter High District,814PCT,2381,288,12.1%,12.1,ALLLEA
2022-2023,CALIFORNIA,0602343,Adelante Charter District,814PCT,297,78,26.3%,26.3,ALLLEA
2022-2023,CALIFORNIA,0602344,Animo Jefferson Charter Middle District,814PCT,491,138,28.1%,28.1,ALLLEA
2022-2023,CALIFORNIA,0602345,Ednovate - USC Hybrid High College Prep District,814PCT,520,154,29.6%,29.6,ALLLEA
2022-2023,CALIFORNIA,0602346,Oakland Unity Middle District,814PCT,59,26,44.1%,44.1,ALLLEA
2022-2023,CALIFORNIA,0602348,SAVA- Sacramento ACAD and Vocational Academy- SCUSD District,814PCT,709,199,28.1%,28.1,ALLLEA
2022-2023,CALIFORNIA,0602350,e3 Civic High District,814PCT,398,160,40.2%,40.2,ALLLEA
2022-2023,CALIFORNIA,0602351,Para Los Ninos Middle District,814PCT,298,99,33.2%,33.2,ALLLEA
2022-2023,CALIFORNIA,0602352,Team Charter Academy District,814PCT,195,77,39.5%,39.5,ALLLEA
2022-2023,CALIFORNIA,0602353,Visions In Education District,814PCT,6591,1268,19.2%,19.2,ALLLEA
2022-2023,CALIFORNIA,0602354,California Pacific Charter- Los Angeles District,814PCT,351,64,18.2%,18.2,ALLLEA
2022-2023,CALIFORNIA,0602356,Lighthouse Community Charter High District,814PCT,307,101,32.9%,32.9,ALLLEA
2022-2023,CALIFORNIA,0602357,Connect Community Charter District,814PCT,148,54,36.5%,36.5,ALLLEA
2022-2023,CALIFORNIA,0602358,Manzanita Middle District,814PCT,82,40,48.8%,48.8,ALLLEA
2022-2023,CALIFORNIA,0602359,Options for Youth-Victorville Charter District,814PCT,748,525,70.2%,70.2,ALLLEA
2022-2023,CALIFORNIA,0602360,Alview-Dairyland Union Elementary,814PCT,397,81,20.4%,20.4,ALLLEA
2022-2023,CALIFORNIA,0602361,Academia Moderna District,814PCT,453,219,48.3%,48.3,ALLLEA
2022-2023,CALIFORNIA,0602362,Alliance Patti & Peter Neuwirth Leadership Academy District,814PCT,614,114,18.6%,18.6,ALLLEA
2022-2023,CALIFORNIA,0602363,Great Valley Academy District,814PCT,847,199,23.5%,23.5,ALLLEA
2022-2023,CALIFORNIA,0602364,Darnall Charter District,814PCT,467,185,39.6%,39.6,ALLLEA
2022-2023,CALIFORNIA,0602365,Mountain Home Charter (Alternative) District,814PCT,206,0,0.0%,0,ALLLEA
2022-2023,CALIFORNIA,0602366,JCS - Pine Valley District,814PCT,143,11,7.7%,7.7,ALLLEA
2022-2023,CALIFORNIA,0602367,Aspire APEX Academy District,814PCT,307,144,46.9%,46.9,ALLLEA
2022-2023,CALIFORNIA,0602368,ICEF Vista Elementary Academy District,814PCT,293,29,9.9%,9.9,ALLLEA
2022-2023,CALIFORNIA,0602369,KIPP Sol Academy District,814PCT,494,149,30.2%,30.2,ALLLEA
2022-2023,CALIFORNIA,0602370,Alvina Elementary,814PCT,181,43,23.8%,23.8,ALLLEA
2022-2023,CALIFORNIA,0602371,Heritage Peak Charter District,814PCT,1106,0,0.0%,0,ALLLEA
2022-2023,CALIFORNIA,0602372,Imagine Schools Riverside County District,814PCT,1312,498,38.0%,38,ALLLEA
2022-2023,CALIFORNIA,0602374,Health Sciences High District,814PCT,525,201,38.3%,38.3,ALLLEA
2022-2023,CALIFORNIA,0602375,Empower Charter District,814PCT,146,31,21.2%,21.2,ALLLEA
2022-2023,CALIFORNIA,0602376,Aspire Benjamin Holt College Preparatory Academy District,814PCT,685,124,18.1%,18.1,ALLLEA
2022-2023,CALIFORNIA,0602377,Marconi Learning Academy District,814PCT,328,283,86.3%,86.3,ALLLEA
2022-2023,CALIFORNIA,0602378,Family Partnership Charter District,814PCT,368,5,1.4%,1.4,ALLLEA
2022-2023,CALIFORNIA,0602379,Rocketship Fuerza Community Prep District,814PCT,560,177,31.6%,31.6,ALLLEA
2022-2023,CALIFORNIA,0602380,LA's Promise Charter Middle #1 District,814PCT,133,78,58.6%,58.6,ALLLEA
2022-2023,CALIFORNIA,0602381,COM Collaborative Virtual - Keppel Partnership ACAD District,814PCT,437,4,0.9%,0.9,ALLLEA
2022-2023,CALIFORNIA,0602383,Carter G. Woodson Public Charter District,814PCT,322,150,46.6%,46.6,ALLLEA
2022-2023,CALIFORNIA,0602384,KIPP Academy of Innovation District,814PCT,459,143,31.2%,31.2,ALLLEA
2022-2023,CALIFORNIA,0602385,Redding School of the Arts District,814PCT,602,72,12.0%,12,ALLLEA
2022-2023,CALIFORNIA,0602386,Diego Valley East Public Charter District,814PCT,411,360,87.6%,87.6,ALLLEA
2022-2023,CALIFORNIA,0602387,Magnolia Science Academy San Diego District,814PCT,422,97,23.0%,23,ALLLEA
2022-2023,CALIFORNIA,0602388,California Connections Academy @ Ripon District,814PCT,1766,443,25.1%,25.1,ALLLEA
2022-2023,CALIFORNIA,0602389,Arts In Action Community Charter District,814PCT,385,90,23.4%,23.4,ALLLEA
2022-2023,CALIFORNIA,0602390,San Jacinto Valley Academy District,814PCT,1571,205,13.0%,13,ALLLEA
2022-2023,CALIFORNIA,0602392,Escuela Popular/CTR for TRN and Careers FAM Lrng District,814PCT,528,693,100%,100,ALLLEA
2022-2023,CALIFORNIA,0602393,PUC Nueva Esperanza Charter Academy District,814PCT,346,121,35.0%,35,ALLLEA
2022-2023,CALIFORNIA,0602395,Crescent View South II District,814PCT,1203,1043,86.7%,86.7,ALLLEA
2022-2023,CALIFORNIA,0602396,Matrix for Success Academy District,814PCT,170,185,100%,100,ALLLEA
2022-2023,CALIFORNIA,0602397,New Horizons Charter Academy District,814PCT,256,121,47.3%,47.3,ALLLEA
2022-2023,CALIFORNIA,0602398,Options for Youth San Gabriel District,814PCT,341,223,65.4%,65.4,ALLLEA
2022-2023,CALIFORNIA,0602399,OCS - South District,814PCT,342,113,33.0%,33,ALLLEA
2022-2023,CALIFORNIA,0602400,Inspire Charter School - North District,814PCT,2365,39,1.6%,1.6,ALLLEA
2022-2023,CALIFORNIA,0602401,Trivium Charter District,814PCT,321,12,3.7%,3.7,ALLLEA
2022-2023,CALIFORNIA,0602403,Aspire Richmond Ca. College Preparatory Academy District,814PCT,591,69,11.7%,11.7,ALLLEA
2022-2023,CALIFORNIA,0602405,Lazear Charter Academy District,814PCT,463,112,24.2%,24.2,ALLLEA
2022-2023,CALIFORNIA,0602406,Connecting Waters Charter School - Central Valley District,814PCT,624,10,1.6%,1.6,ALLLEA
2022-2023,CALIFORNIA,0602407,Alliance Morgan McKinzie High District,814PCT,462,130,28.1%,28.1,ALLLEA
2022-2023,CALIFORNIA,0602408,Alma Fuerte Public District,814PCT,145,35,24.1%,24.1,ALLLEA
2022-2023,CALIFORNIA,0602410,Discovery Charter II District,814PCT,488,129,26.4%,26.4,ALLLEA
2022-2023,CALIFORNIA,0602411,California Connections Academy@Central District,814PCT,696,151,21.7%,21.7,ALLLEA
2022-2023,CALIFORNIA,0602412,Lemoore Middle College High District,814PCT,237,35,14.8%,14.8,ALLLEA
2022-2023,CALIFORNIA,0602413,Wallis Annenberg High District,814PCT,464,132,28.4%,28.4,ALLLEA
2022-2023,CALIFORNIA,0602414,River Oak Charter District,814PCT,236,73,30.9%,30.9,ALLLEA
2022-2023,CALIFORNIA,0602415,Bullis Charter District,814PCT,1058,53,5.0%,5,ALLLEA
2022-2023,CALIFORNIA,0602416,Da Vinci Science District,814PCT,560,96,17.1%,17.1,ALLLEA
2022-2023,CALIFORNIA,0602417,Aspire Inskeep Academy Charter District,814PCT,328,122,37.2%,37.2,ALLLEA
2022-2023,CALIFORNIA,0602418,Stockton Collegiate International Elementary District,814PCT,386,126,32.6%,32.6,ALLLEA
2022-2023,CALIFORNIA,0602419,Century Community Charter District,814PCT,452,55,12.2%,12.2,ALLLEA
2022-2023,CALIFORNIA,0602420,Walden Academy District,814PCT,192,42,21.9%,21.9,ALLLEA
2022-2023,CALIFORNIA,0602421,Stanislaus Alternative Charter District,814PCT,552,298,54.0%,54,ALLLEA
2022-2023,CALIFORNIA,0602423,Hardy Brown College Prep District,814PCT,317,94,29.7%,29.7,ALLLEA
2022-2023,CALIFORNIA,0602424,Nevada City School of the Arts District,814PCT,431,151,35.0%,35,ALLLEA
2022-2023,CALIFORNIA,0602425,Equitas Academy Charter District,814PCT,453,181,40.0%,40,ALLLEA
2022-2023,CALIFORNIA,0602426,Gateway High District,814PCT,489,114,23.3%,23.3,ALLLEA
2022-2023,CALIFORNIA,0602427,Mojave River Academy - Rockview Park District,814PCT,322,30,9.3%,9.3,ALLLEA
2022-2023,CALIFORNIA,0602428,Ceiba College Preparatory Academy District,814PCT,511,110,21.5%,21.5,ALLLEA
2022-2023,CALIFORNIA,0602429,High Tech Elementary District,814PCT,432,134,31.0%,31,ALLLEA
2022-2023,CALIFORNIA,0602430,Alvord Unified,814PCT,17071,5096,29.9%,29.9,ALLLEA
2022-2023,CALIFORNIA,0602431,High Tech Elementary North County District,814PCT,442,87,19.7%,19.7,ALLLEA
2022-2023,CALIFORNIA,0602432,Fortune District,814PCT,1866,748,40.1%,40.1,ALLLEA
2022-2023,CALIFORNIA,0602433,Community Collaborative Charter District,814PCT,606,329,54.3%,54.3,ALLLEA
2022-2023,CALIFORNIA,0602434,Vista Heritage Global Academy District,814PCT,425,77,18.1%,18.1,ALLLEA
2022-2023,CALIFORNIA,0602435,Animo South Los Angeles Charter District,814PCT,617,209,33.9%,33.9,ALLLEA
2022-2023,CALIFORNIA,0602436,Julia Lee Performing Arts Academy District,814PCT,428,94,22.0%,22,ALLLEA
2022-2023,CALIFORNIA,0602437,Assurance Learning Academy District,814PCT,2915,2729,93.6%,93.6,ALLLEA
2022-2023,CALIFORNIA,0602439,The New School of San Francisco District,814PCT,439,113,25.7%,25.7,ALLLEA
2022-2023,CALIFORNIA,0602442,Highlands Community Charter District,814PCT,6749,7380,100%,100,ALLLEA
2022-2023,CALIFORNIA,0602443,Escondido Charter High District,814PCT,927,34,3.7%,3.7,ALLLEA
2022-2023,CALIFORNIA,0602444,Rocketship Mosaic Elementary District,814PCT,565,101,17.9%,17.9,ALLLEA
2022-2023,CALIFORNIA,0602445,Aspire Port City Academy District,814PCT,446,196,43.9%,43.9,ALLLEA
2022-2023,CALIFORNIA,0602446,Alliance Marc & Eva Stern Math and Science District,814PCT,570,73,12.8%,12.8,ALLLEA
2022-2023,CALIFORNIA,0602447,Capitol Collegiate Academy District,814PCT,417,56,13.4%,13.4,ALLLEA
2022-2023,CALIFORNIA,0602448,Aspire Monarch Academy District,814PCT,392,143,36.5%,36.5,ALLLEA
2022-2023,CALIFORNIA,0602449,Wilder's Preparatory Academy Charter District,814PCT,396,47,11.9%,11.9,ALLLEA
2022-2023,CALIFORNIA,0602450,Amador County Unified,814PCT,4100,1253,30.6%,30.6,ALLLEA
2022-2023,CALIFORNIA,0602451,California Virtual Academy at Maricopa District,814PCT,1130,174,15.4%,15.4,ALLLEA
2022-2023,CALIFORNIA,0602452,Aspire River Oaks Charter District,814PCT,453,115,25.4%,25.4,ALLLEA
2022-2023,CALIFORNIA,0602453,Alliance College-Ready Middle Academy 12 District,814PCT,493,37,7.5%,7.5,ALLLEA
2022-2023,CALIFORNIA,0602454,Grimmway Academy District,814PCT,824,206,25.0%,25,ALLLEA
2022-2023,CALIFORNIA,0602455,Puente Charter District,814PCT,297,100,33.7%,33.7,ALLLEA
2022-2023,CALIFORNIA,0602456,Fenton Charter Leadership Academy District,814PCT,310,24,7.7%,7.7,ALLLEA
2022-2023,CALIFORNIA,0602457,KIPP Summit Academy District,814PCT,421,35,8.3%,8.3,ALLLEA
2022-2023,CALIFORNIA,0602458,Oakland School for the Arts District,814PCT,779,6,0.8%,0.8,ALLLEA
2022-2023,CALIFORNIA,0602459,Aurum Preparatory Academy District,814PCT,146,61,41.8%,41.8,ALLLEA
2022-2023,CALIFORNIA,0602460,Yosemite Valley Charter District,814PCT,2551,32,1.3%,1.3,ALLLEA
2022-2023,CALIFORNIA,0602461,Animo Venice Charter High District,814PCT,414,133,32.1%,32.1,ALLLEA
2022-2023,CALIFORNIA,0602462,ARISE High District,814PCT,404,107,26.5%,26.5,ALLLEA
2022-2023,CALIFORNIA,0602463,Rocky Point Charter District,814PCT,159,20,12.6%,12.6,ALLLEA
2022-2023,CALIFORNIA,0602464,iEmpire Academy District,814PCT,454,222,48.9%,48.9,ALLLEA
2022-2023,CALIFORNIA,0602465,Vista Real Charter High District,814PCT,1311,1205,91.9%,91.9,ALLLEA
2022-2023,CALIFORNIA,0602467,Sherman Thomas Charter District,814PCT,219,9,4.1%,4.1,ALLLEA
2022-2023,CALIFORNIA,0602468,Valley Charter Middle District,814PCT,228,57,25.0%,25,ALLLEA
2022-2023,CALIFORNIA,0602469,Big Sur Charter District,814PCT,85,1,1.2%,1.2,ALLLEA
2022-2023,CALIFORNIA,0602470,TEACH Tech Charter High District,814PCT,410,204,49.8%,49.8,ALLLEA
2022-2023,CALIFORNIA,0602471,Animo Inglewood Charter High District,814PCT,621,135,21.7%,21.7,ALLLEA
